f1,-117.84209270586967, 33.64301638074746 
f1,-117.84211148133278, 33.64304094323623 
f1,-117.84211684575081, 33.64305880686003 
f1,-117.84212489237785, 33.643083369336686 
f1,-117.84213025679588, 33.64311239770917 
f1,-117.84214366784096, 33.64314142607186 
f1,-117.84215976109505, 33.64316375557497 
f1,-117.84218926539421, 33.64318608507229 
f1,-117.84219462981224, 33.64321288046142 
f1,-117.84219999423027, 33.64324190879023 
f1,-117.84221072306633, 33.64327317005647 
f1,-117.84222145190239, 33.643304431311364 
f1,-117.84222145190239, 33.64332676077219 
f1,-117.84222681632042, 33.6433513231724 
f1,-117.84222681632042, 33.64337811851012 
f1,-117.84223486294746, 33.64340714678323 
f1,-117.8422402273655, 33.643429476217406 
f1,-117.84219462981224, 33.64344287387514 
f1,-117.84216244330406, 33.6434473397606 
f1,-117.84212489237785, 33.643449572703226 
f1,-117.8420980702877, 33.64345850447319 
f1,-117.84205783715248, 33.64346297035783 
f1,-117.84203101506233, 33.64346743624223 
f1,-117.84198541750908, 33.64346073741554 
f1,-117.84198005309105, 33.64342501033103 
f1,-117.84197468867302, 33.64339821500792 
f1,-117.84196127762795, 33.6433647208423 
f1,-117.84195054879189, 33.64333122666365 
f1,-117.84194786658287, 33.64329996541849 
f1,-117.84194250216484, 33.643268704162 
f1,-117.84192909111977, 33.64324190879023 
f1,-117.84188885798454, 33.64324860763396 
f1,-117.84188617577553, 33.64321957930739 
f1,-117.84189154019356, 33.64318385212281 
f1,-117.84189690461159, 33.64316152262493 
f1,-117.84189690461159, 33.64313026131814 
f1,-117.84188617577553, 33.64317045442478 
f1,-117.84188885798454, 33.64314589197295 
f1,-117.84188885798454, 33.643121329514116 
f1,-117.84189154019356, 33.643083369336686 
f1,-117.84190226902962, 33.64304987504859 
f1,-117.84192372670174, 33.64301861370128 
f1,-117.84196127762795, 33.64300521597752 
f1,-117.84199346413612, 33.64299851711486 
f1,-117.84202833285332, 33.64298511938797 
